age,income_level,education_level,financial_literacy,risk_tolerance,app_usage_frequency,time_reviewing_recs,follow_through_rate,override_frequency,savings_rate_change,investment_returns,budget_adherence,debt_reduction,net_worth_growth,trust_score,perceived_usefulness,perceived_accuracy,rec_type,risk_level,confidence_score,user_satisfaction,continued_usage,explanation_quality,transparency_rating,privacy_concerns,financial_outcomes
66,2,5,1,0.1422493686871961,7,26.90983918139115,0.0121567714773868,0.4650095175264276,-0.0366177674366069,-9.281612041885497,0.8475476330547363,0.3228097934478503,-0.070840619251338,23,5,5,balanced,1,0.8300326836280747,5,0,2,4,1,2
54,4,5,2,0.1213849394224289,3,50.97116239821657,0.6740199190587927,0.8473879305713737,0.071878886733338,7.544834339173725,0.1818176528373387,0.2581076431734147,0.1507331617660268,9,4,3,conservative,1,0.0492736535827714,3,0,2,5,4,3
66,4,2,2,0.3032751475675955,7,53.69232210652948,0.051835799119729,0.0623940685982772,-0.1773278271336658,18.24422712518196,0.4303465323722004,0.4639854174403808,0.001279562805124,58,2,5,aggressive,1,0.8524388856418731,4,0,1,1,2,1
34,5,2,4,0.1010458110106466,3,4.684998023525215,0.5488586650773559,0.3352790500782957,-0.1861309183095734,-4.767721986655015,0.1654997746636556,0.1332842580821731,0.221477380750921,59,1,4,conservative,1,0.5484009367419117,4,1,1,5,5,5
66,2,1,1,0.6921613416941319,5,53.12442101617758,0.2876327290436782,0.0670165377512099,-0.0432357748224364,4.149484722517862,0.7066041289942178,0.9277457330754072,0.2271288294264762,93,2,2,conservative,5,0.1973139705760599,2,1,5,4,4,4
19,4,5,2,0.0622917981300626,1,27.45082426679591,0.3067765995221412,0.9753431334790704,0.0788654768551921,-7.257340245485855,0.5353477680616567,0.867702097919239,0.2915789423418647,80,4,1,conservative,2,0.3172552164497,4,0,4,5,3,4
19,4,3,1,0.5094221281497897,3,31.1155168512497,0.3529585034523566,0.8169739072718367,-0.1226258628174069,8.770457367840578,0.635323346708321,0.7076205857405353,0.1007478124098014,54,1,3,conservative,5,0.2819295517515607,5,0,3,2,2,4
45,2,5,1,0.9966968538529768,1,37.96895815449941,0.6212924490496101,0.8525474212459705,0.0566017925025006,6.515950417886767,0.1964869669562111,0.1062138275884562,0.0819827518910948,46,2,2,aggressive,3,0.5308590342884758,1,1,2,3,5,2
40,2,3,1,0.8139702695060188,4,55.65657379707512,0.3340499656687692,0.9379652314338942,-0.0960687448238802,2.2209657263849696,0.2117458620524195,0.775877254469693,0.2013902421785922,22,5,1,conservative,5,0.0516856799111318,2,1,1,5,5,4
54,4,4,5,0.6152194382310109,1,2.127849571356078,0.7326990505902804,0.0851034861197853,0.1544344435254065,5.641310644212236,0.0414973255099063,0.807957328109019,-0.0470117374632293,64,2,1,balanced,4,0.1585361584999235,4,1,2,1,4,2
49,2,5,1,0.3062536207866116,4,29.13376463075121,0.4045273855738697,0.3855975925133333,0.1582759777066466,16.897239754070306,0.3220675351957297,0.7677646177143377,0.1187662055172496,8,4,1,balanced,1,0.8126930433757824,5,1,3,2,4,3
50,4,4,5,0.6238958362916385,2,41.57560050340308,0.0683532003099586,0.0710348890440021,-0.0810851182874694,-4.111170930667988,0.559744661333675,0.1139658871192411,0.1184990400523403,20,1,2,balanced,4,0.132603990746811,3,1,2,5,4,5
18,4,2,4,0.5270414639116516,2,43.63971050419548,0.7837598424841072,0.2107931015500286,-0.1080024984147038,-9.323064648839583,0.8579349139973288,0.6439079570677647,-0.0642107508758451,51,5,3,aggressive,4,0.2333962694581269,4,0,5,3,4,1
36,5,2,2,0.4260833838903715,6,41.85941346068937,0.285758324592706,0.2293657770376723,-0.0354784111735075,15.84994654097303,0.6669274474586807,0.8343247957493986,0.0671936342027654,78,1,3,conservative,3,0.4533706056041573,1,1,5,5,1,5
19,1,1,2,0.1307103767401994,6,8.93167263507919,0.4327668795992626,0.4691072110475787,-0.1037873659279405,7.313512471637196,0.4353963233997514,0.5773534012196677,0.2413139194268808,39,5,1,aggressive,1,0.5171208881133305,1,0,5,4,2,5
61,4,5,2,0.8866042152404667,5,18.66433971392919,0.6854438832219015,0.2685621674536426,0.0689535373166814,16.719753663855272,0.9531201143941378,0.646407375228089,0.2424614487978641,37,1,2,conservative,4,0.7636104796141586,4,1,5,2,1,2
43,3,4,2,0.4497846488213225,3,22.164215999603798,0.332456157148712,0.100978106817761,0.1304258738193142,7.908356702395178,0.7192452005758319,0.4583634794263062,-0.0603049340321276,50,4,1,aggressive,3,0.4473324266661878,4,0,3,1,2,3
49,1,3,2,0.194622511820765,5,48.46179525309079,0.0565856561467156,0.1674910890941077,0.0692368523644867,14.304832698791074,0.93016520286255,0.5287073198840526,-0.0637116469008676,34,5,5,aggressive,1,0.7898646210355388,5,0,3,3,2,1
23,1,2,2,0.3677593508772896,4,17.446832472458627,0.3739210470128136,0.1472755635520909,0.1297401788997398,2.8902009006544382,0.5275879732721657,0.0343768583517252,0.0050781908007741,75,3,3,conservative,2,0.6183463070454575,4,1,2,2,3,3
49,1,2,2,0.414129752528927,5,13.431592868164987,0.9444485826943034,0.9730767979122984,-0.0412031351170103,12.495797938648064,0.2589042747931396,0.6389630219732846,0.2499064250215974,33,1,4,aggressive,3,0.1130997394238224,3,0,5,3,5,4
21,5,3,4,0.8275378955668743,1,57.48943312324767,0.6417343972985582,0.7592925069184736,-0.1374732117164556,17.39124400669568,0.0528266863647219,0.0814472128911591,-0.0484389659706004,31,1,1,conservative,5,0.1563314383928385,5,0,4,5,4,5
28,4,4,1,0.733614380561402,4,1.522933821694665,0.6714791486672069,0.967761465269562,0.0951803789590368,7.163688911666188,0.7260848514838505,0.4350145943402234,0.1879987210509785,54,2,5,balanced,1,0.4370337254497708,2,0,3,3,4,3
34,5,4,3,0.7693048936413398,6,59.87143048523672,0.6322821536376398,0.4397404865079085,-0.0558101979433784,-4.576445483128614,0.1213029980055341,0.2926550976674078,-0.0595337521547587,44,5,3,balanced,4,0.3968893930890396,3,0,4,1,4,1
55,4,5,5,0.0110312644286472,2,40.93245663258634,0.1989921389594368,0.2783684816626566,0.068508330091653,-1.936071549094056,0.3027751282719672,0.5454279502117131,0.1492551414991301,34,3,2,balanced,4,0.7435442696372946,5,1,1,2,4,4
41,5,5,3,0.4161539981797615,6,49.87968866749791,0.4183338641022801,0.7982931972091867,-0.0917424232072937,-4.040662693077826,0.5324709078838974,0.133416335523207,0.0424269196476579,71,4,3,aggressive,5,0.5807371397973519,5,0,1,4,1,5
22,5,1,3,0.4813441516353236,3,18.3825443844254,0.7509397983633183,0.3262539180411468,-0.1675081460773309,-2.594289172128013,0.5644165877797477,0.6916434019733182,0.2155655851863468,62,2,2,balanced,5,0.3881330810022493,1,1,3,3,5,1
69,3,2,1,0.0191922768230566,4,1.8446013823565388,0.1013728975531591,0.2993833737053483,0.1970327181951053,-0.8075365194689095,0.600583196987136,0.7950115369284704,-0.0065238204698545,23,3,2,conservative,4,0.1707602834503856,5,0,2,3,3,5
51,5,5,1,0.2598132087450342,4,44.53430159513027,0.2778527760897122,0.2325059922078312,-0.1375193968277603,6.654013602595654,0.1662553303497006,0.1633544497431565,0.1556807317559839,46,5,1,balanced,1,0.2268371023254951,3,1,5,3,1,5
23,2,4,1,0.760289823122135,1,50.21453122303987,0.2763191084658536,0.1296789782242353,0.1953683975853924,7.639748883914983,0.3797374048216487,0.1043130873518821,-0.005726986169646,56,3,1,balanced,3,0.575501018469059,4,1,2,5,1,1
39,3,3,2,0.137109705728999,3,44.688091785257626,0.432018927594506,0.2564630610167659,0.1909119730265789,2.794992417255834,0.6171942271169667,0.1455154827873591,0.1854641132448615,7,1,3,aggressive,5,0.4234388048997924,3,1,3,1,1,4
28,5,4,4,0.5353101314525917,2,9.428166950749477,0.9803687409421852,0.3553197484738877,0.1175272415632158,8.462623394625062,0.9698188646337847,0.8771275618985017,0.2494712138242995,89,1,5,conservative,5,0.5149275088606721,2,0,1,1,4,3
65,1,2,2,0.2152018720172375,7,45.45224741316117,0.0675025466838219,0.6739942081457304,0.063769184832799,-7.5527522316590225,0.7276311376996887,0.5281892617563562,-0.0492792803492959,61,2,3,aggressive,5,0.1706774353022336,5,1,4,5,1,3
33,2,4,4,0.0121207746438932,4,46.366444144350815,0.518700994380595,0.0625648422194515,0.0311228201004338,-7.366352888255201,0.9226037570939578,0.4672609960075026,0.2466382754382014,3,5,4,aggressive,2,0.6629062523445658,5,1,2,2,5,3
50,2,1,4,0.2412014575995414,4,39.85389042453324,0.1793646820122104,0.2105069396653429,0.1464406181511339,-4.845116189270247,0.762212058314177,0.1067118191023542,0.1374301017657191,38,5,2,conservative,1,0.852538740855967,5,0,1,3,2,3
26,2,2,3,0.9758737549100538,1,46.20084003493959,0.970676545409744,0.8090236402916764,-0.0842241913522048,5.542324941210342,0.5917169688924004,0.6495560067569618,-0.0491558036531904,84,3,2,aggressive,1,0.2579395067869006,5,1,1,2,3,1
23,3,3,3,0.8015371118829896,5,50.909364940986194,0.1133035047274642,0.1469219235837707,-0.0129275150060491,-3.580159639050593,0.1920233691363445,0.8679995918950899,0.0710167421438848,34,2,1,conservative,1,0.4915142258318266,1,0,1,5,2,2
33,5,1,4,0.9595766443210334,2,37.20264274001005,0.4036010023615912,0.3426451465225215,0.0477559877466007,-1.50146789522268,0.666685651892513,0.828185869323453,-0.0356558826059608,44,5,5,balanced,1,0.9755273290209018,1,0,2,2,4,3
46,5,2,4,0.4878540439263624,6,6.227678124211065,0.7378849848346062,0.8646589218581401,-0.0355238096522035,2.0093850851898214,0.6233795659599071,0.6260547089808013,0.1801391555466278,30,1,1,conservative,1,0.3332417405507276,4,1,4,2,4,3
20,1,3,2,0.1097361986775035,3,29.77004077036544,0.7045544280274453,0.1549253111434426,-0.0290054183638928,14.355983720311396,0.6024691704572664,0.0752787166516736,0.2035472537671799,17,3,4,conservative,4,0.5950463449237612,5,0,3,3,5,3
37,1,1,2,0.547959488973693,4,5.581310745624699,0.4227286368939322,0.0827368356181899,-0.0678861329991662,-9.584135922614196,0.4897858679882407,0.1123970271760129,-0.0576813918908804,59,4,3,conservative,5,0.0901957002002443,2,0,5,2,3,1
53,2,1,3,0.4543773345599609,4,25.04503883091342,0.3465241679527182,0.4845379950800108,0.0256927266738144,9.481364607098673,0.5286566039892756,0.0493089871098246,0.1024559410778577,10,1,3,aggressive,4,0.6060150024794432,4,0,1,4,1,4
36,1,2,1,0.844357082739616,6,25.01928285841203,0.3976123785528705,0.3024195112785364,0.1402298112060464,10.06629593122056,0.334442527118104,0.2574792164924693,0.2258500224103668,99,2,5,conservative,2,0.0896317733046179,5,1,2,5,3,2
43,3,5,4,0.0980825807842445,2,4.894580804274254,0.2642762631586393,0.5634083644838541,-0.1193886487974748,13.959673410699097,0.5193126926423032,0.1356614671603777,0.2744652166203986,84,5,1,conservative,3,0.959235435323822,1,0,2,4,4,2
20,5,1,2,0.4882411370217782,5,21.58041150419928,0.2053329387067998,0.8038048904834751,0.1737732155013766,17.982588171809397,0.1975559056784782,0.2600480402524339,0.105407146696708,18,1,1,conservative,5,0.7156626520723114,2,0,4,1,5,5
36,2,1,3,0.1500486646939842,4,7.548887828687575,0.48303969755889,0.1371484881527431,0.0756350614992918,-9.395864531521305,0.8051743973603768,0.3850580557189617,0.2801116894445629,45,4,4,balanced,2,0.7881597881357064,4,0,3,3,3,2
37,1,3,2,0.32467592689006,2,48.68587739054411,0.2685337560676073,0.580699084554285,0.129309285072012,-5.386488834603514,0.1857769546987078,0.9429827840711356,0.1142755881824119,91,4,3,conservative,4,0.7041043607716369,2,1,5,1,3,2
49,3,4,4,0.7373570773877997,6,56.91359353190378,0.2874616648972501,0.5055087603898639,0.0224762770520046,16.58513882167979,0.0849662898894664,0.6103760597816921,0.0576761978399631,59,2,1,aggressive,3,0.5897290360764658,5,0,4,3,5,2
24,3,2,4,0.4760181293687665,1,5.266672040218378,0.6567560634745571,0.1440787860131995,0.1118066805696254,3.755556865610462,0.4362460263571573,0.8349737856829623,0.2392812514211582,62,1,5,conservative,2,0.4499127810855053,3,1,2,4,4,5
69,1,2,5,0.3758882851457693,5,57.35179723021038,0.9685373316998922,0.6239984855289824,-0.1935198410642131,6.937719168003905,0.6583074395060619,0.7103515007123322,0.0971930841832356,59,3,3,conservative,3,0.8583733797610624,2,0,3,4,1,5
58,5,5,1,0.3944762785700353,3,31.832019360867964,0.6036372005593751,0.2736404178607716,0.127352169911814,9.89081611169442,0.4377168249335413,0.1125031305266317,0.0887610042258092,49,1,4,balanced,2,0.956835667543063,2,1,4,1,5,1
50,1,5,5,0.4594467684059866,4,18.67437499927856,0.0769794670649662,0.4878343185440125,-0.1839444563658534,10.37199813486912,0.2767541319513086,0.7359204063739488,0.0961249957639313,100,4,5,conservative,4,0.4990361729040813,1,1,4,5,5,4
57,2,2,3,0.7850165438370569,2,5.534862441293647,0.0755836138540669,0.0822723242770618,0.155965350545145,17.952212099495245,0.5581711838904407,0.2750988815591244,0.2387140007478981,63,2,2,aggressive,3,0.931535049155262,5,1,4,2,5,2
56,1,5,2,0.8920846889402344,1,30.536831816154653,0.951423220845566,0.459584057213623,0.1967850988954573,19.908482522350088,0.3470023354121999,0.6391078469947064,0.2327766166752208,87,2,4,conservative,2,0.5833329099885175,2,0,2,1,4,2
35,3,3,3,0.9553346865039284,3,47.87641712495417,0.2972907903073336,0.3064634680428203,-0.0823730151292888,11.604723827928208,0.9328676901266332,0.3409619736429885,0.0614079969760844,32,3,5,aggressive,4,0.5383841868964332,5,0,3,4,5,1
57,1,2,4,0.7869033862552951,7,42.71810215873519,0.0920669860824754,0.8223812111853543,-0.1158725774856825,-1.3833637238454752,0.922645139603572,0.9976722632646592,0.03331994394821,10,2,1,balanced,5,0.4544827329553567,1,0,1,3,5,4
18,5,5,5,0.3154068957480127,2,3.963334676374452,0.5990445871503816,0.0569787269973682,0.1061453455432163,16.392572068830308,0.5023718199720955,0.2635514794967778,0.0967712096156517,11,2,2,conservative,4,0.2092877615301198,5,1,3,2,4,2
28,4,2,5,0.6881347060865421,2,5.301208286706308,0.6236487782902661,0.4186072749183299,-0.0987894636318987,-8.523372563777151,0.3278839940182585,0.2791304707742696,0.1291090038948436,70,2,4,balanced,4,0.0037196608180591,1,0,3,4,4,5
45,1,4,5,0.4376031240553919,3,24.76952367532559,0.6485048201186882,0.458431424131438,0.1462249532688814,-3.067574413765114,0.7371324139566391,0.9306722555623984,-0.0046651157488012,62,2,1,conservative,5,0.2415062268560612,1,0,4,5,5,3
42,5,1,3,0.2546706220460512,1,18.42213914882865,0.2674020278575413,0.7250060762991187,-0.1588629631370093,16.921571523911446,0.0367129434830666,0.0246444046363226,0.2175820338862363,47,2,2,aggressive,4,0.5097231716035652,4,1,1,1,1,2
67,5,2,4,0.8408715794259226,7,14.710675060306825,0.015110684214475,0.574287575090211,-0.1496179214482567,-2.3142545668193515,0.4747690060436512,0.6966889878731969,0.0945931062929691,34,4,3,balanced,5,0.3799599522597525,5,0,1,3,5,1
40,3,1,2,0.0384263489623249,6,17.5792654356141,0.965015369454472,0.667212337194181,0.1916606220402462,-3.380468211347546,0.3363233942703335,0.7253263907358781,0.0336182193679838,100,1,1,conservative,5,0.4484852280026338,3,0,5,1,2,4
48,5,5,2,0.9017619921354236,1,48.4054818545162,0.2508930456911025,0.7770492856517561,0.0695355593080018,-5.856241205792583,0.9205358851025548,0.8363785774103993,-0.0572716028144037,17,5,5,aggressive,5,0.9806482195640496,4,1,5,5,4,2
47,5,1,3,0.4614774646247341,5,55.82445516427938,0.6760262880525475,0.8622029736581888,0.1387548897715811,15.773352729407495,0.0120030272726825,0.9744393106384752,-0.0044619358385572,54,2,4,balanced,2,0.3502723706693276,1,1,1,4,5,1
59,5,2,5,0.6372014768082804,4,24.901058977126414,0.7066298698787096,0.3138754967224705,-0.0702682490593928,5.001747775732602,0.5528148757183491,0.9756019191566524,0.2797124687023935,76,5,2,conservative,3,0.4521829393601079,3,0,1,4,5,2
52,5,4,1,0.6593539222057827,3,54.46054912581733,0.6100074170794857,0.538022705363903,0.0705934998082417,10.246796091624644,0.740663581066626,0.0652767575664639,0.0220398747278106,85,5,1,balanced,2,0.1335155513528195,2,1,2,1,3,5
24,2,5,3,0.8951177407065364,6,19.96824637362504,0.3129073942136482,0.8401080784391999,0.0376967309234388,-2.82800847774911,0.4850179875240412,0.8218393227529025,-0.0324562842531858,40,4,3,conservative,5,0.0479577324369876,2,0,5,2,4,3
33,2,2,3,0.6366696821672073,7,29.109782194283707,0.2710962537640657,0.9894511309650564,0.0412600480491787,12.741212630336497,0.0854030301627216,0.6463099336573813,0.0842691166619973,19,2,4,aggressive,3,0.7754095145924946,4,0,5,3,1,5
43,3,5,4,0.6139335847600618,3,14.335710871143984,0.5976682827027031,0.8895193110437631,0.0730129838150886,12.800166348862955,0.9724613900279022,0.6473421343730912,0.0228350973440994,67,5,4,aggressive,3,0.5706831750719786,3,0,2,1,5,3
65,1,3,2,0.0666520405606899,3,38.7880864883748,0.8660956336116915,0.3714672626243768,0.0301436692516394,-0.6220592527509954,0.5180104313760979,0.1283499266146948,-0.0859362998915223,82,2,1,balanced,5,0.760704806043895,5,0,2,5,5,1
69,5,1,3,0.5184080219452041,1,58.75988579531373,0.9467337289233956,0.1951665172186504,-0.0283750522789336,2.320478990308485,0.6141862443190114,0.6501871664456533,0.0292580869117669,53,3,3,balanced,3,0.1498627988865516,3,0,4,4,1,1
66,1,3,3,0.1501690008170416,4,36.60609266655934,0.1059058044037576,0.4893925374065887,-0.0896309222477812,-3.709291677093974,0.2366097827075073,0.9824825806012478,0.1176434495757874,64,3,2,conservative,3,0.5718287711826909,4,1,1,5,2,5
19,1,2,5,0.7374337687214856,5,22.111030962699385,0.1548286125977198,0.7416414518360422,0.1074325323652808,19.296830699687128,0.4834980851068038,0.911818569539447,0.1206849488079867,83,3,1,aggressive,2,0.2536424743413755,5,1,4,3,4,1
18,3,4,5,0.5122219208126745,2,39.22122931344117,0.9447362587830797,0.4925690707532976,-0.1094910279987255,9.368077311752348,0.4291494919583218,0.4391306608048505,0.0426235684707554,47,5,2,conservative,3,0.2280618169000199,5,0,2,4,3,5
65,5,5,1,0.6802277792083533,2,8.252320029457866,0.7365352283347926,0.4831808633136685,0.0769417224617656,18.036316421465465,0.0748958420019837,0.0399479732860943,0.0789211025010402,6,3,4,aggressive,5,0.0115260140529852,2,1,4,5,5,5
29,5,1,4,0.0416729006023842,3,53.43088573565852,0.8829938248297731,0.8382304210818006,-0.1066668709402693,-0.8984336911260051,0.1061603535474672,0.3622934900002048,0.2862071672939066,16,4,2,balanced,1,0.1303407235690719,3,1,3,3,3,2
22,4,5,1,0.0847920160458032,4,30.681953096010343,0.2026326341353431,0.3614037790671863,0.0501320679817815,13.456727389906693,0.8374725196187746,0.8263903116005552,0.0509393908921246,72,4,3,conservative,1,0.3092681114996953,5,0,3,4,5,3
54,1,2,5,0.7163233880626823,7,27.51163478033888,0.5875858711094019,0.8597946748116456,0.0988313068516115,12.97575931654226,0.2398199522065902,0.701499101465166,0.0032907253039931,18,5,5,conservative,1,0.116878760590939,4,1,3,5,1,3
49,1,5,2,0.0720843359986733,7,35.566022518757634,0.7011395944174736,0.4068048009517235,-0.1125144444373843,10.749669555996244,0.1949582714986305,0.4593436555939564,-0.0026131823732959,52,2,3,aggressive,5,0.9858584404109376,2,1,5,5,4,4
26,2,1,5,0.0712567277652586,6,37.86224790457474,0.6801118854469727,0.3282331056783394,-0.1760226796554767,18.96916925800401,0.5049114512501393,0.055101535158831,0.0831058450816536,48,1,2,aggressive,1,0.3086326485239506,5,0,3,2,2,3
58,4,2,4,0.0121084752348874,1,5.234772567364269,0.4081516908666981,0.453989911199699,-0.1476105028023303,1.8066600831894668,0.7687471313625129,0.4268947278233026,0.2038080594867776,43,2,1,aggressive,2,0.1303239467023281,3,0,2,4,4,1
52,2,5,5,0.95650139829948,4,41.27441605218074,0.0153948916913084,0.7624469586748684,0.0423987869084102,-6.078480292307281,0.0619465185789879,0.4690249397178835,-0.0176047263246107,39,2,4,balanced,5,0.1990823128279577,2,0,1,2,3,3
36,2,4,4,0.737508359459007,4,15.273969138616245,0.5829260568042631,0.1260020278639942,0.1397785624902942,10.151265777321822,0.5768079196382558,0.928555532894136,0.1837184508563072,49,2,5,conservative,5,0.5877032283414765,3,0,3,5,5,1
65,2,2,4,0.3532514085020641,1,43.1232053178888,0.2531015391796087,0.1964192158720173,-0.1820012715058302,11.879294014316184,0.1192104428405733,0.6410861035821595,-0.0915400706602335,12,2,1,aggressive,5,0.0640435238647885,3,0,1,2,1,4
33,3,2,4,0.2965355812876552,7,49.52955286866761,0.4502542461428903,0.951444825663092,0.0936605036166585,7.251817203764439,0.0364610508256184,0.3116529166546489,0.0675731911935784,10,1,1,balanced,3,0.8624341301411569,3,0,1,2,1,3
20,3,4,4,0.3497032297458495,7,48.43355194559869,0.9575810150838172,0.1754916273813573,-0.0634725416199791,-3.795463205998112,0.0527439521622173,0.5253182644507214,0.2103460260811147,71,3,3,aggressive,3,0.9614996792371472,2,0,5,3,2,4
37,2,3,4,0.7746535311811819,7,33.59755707706546,0.3990353176424347,0.5677273179310546,-0.008588652032191,5.133678250080662,0.8341641082084413,0.06605530782216,0.0354931823097725,55,2,2,conservative,3,0.2467474206673808,5,1,3,4,2,1
41,4,1,2,0.6613706110704144,3,31.69002364633432,0.8398016066644267,0.5793144666619379,0.1715438199382262,-0.6343079029261176,0.1179724836280615,0.9725682356497368,0.1254948405781598,1,4,3,aggressive,4,0.4500952685908593,1,0,5,1,4,1
50,1,3,1,0.1851955678674679,4,9.429681719025291,0.1885406057492511,0.4896244620502448,-0.0672113981056618,2.823995845000672,0.0451513644122919,0.360059901930726,-0.0180083068696356,49,5,2,conservative,2,0.022134451029497,5,1,2,4,1,3
41,4,5,3,0.1741093353340843,2,46.745422873785,0.6724604980250288,0.6447452485768186,-0.0138652264242055,9.356557275339917,0.4378998871429123,0.4778673549131358,0.1967981564504689,36,5,3,balanced,5,0.6407102247272215,2,1,1,4,3,4
69,5,4,1,0.0983956497133973,1,17.01315344635615,0.9770069544389436,0.2298267257976184,-0.1945270340957275,12.356442280725036,0.8439934719420248,0.3552839742369226,-0.0790883586924961,21,4,1,balanced,5,0.4139260580525888,1,0,4,5,1,4
28,3,3,4,0.6603027197013381,7,30.305029946258845,0.1018931008729367,0.5526622677767482,-0.1673605119980646,-3.0332592729597065,0.2624083764893019,0.6825117301162001,0.2410170579502001,37,2,4,aggressive,3,0.2700584661015557,1,1,5,5,3,5
66,1,2,2,0.7643726622217359,6,17.772171482723486,0.008319942227192,0.3721732552468971,-0.0965633635460864,2.1597608194086,0.4217126175259164,0.662232158329593,-0.0207214454313327,24,1,2,conservative,5,0.2068371106166084,1,1,1,2,4,5
25,1,5,5,0.265046428325004,7,8.895873416981896,0.4335827926326143,0.661667259629189,-0.1888591036715702,-1.9251528702511247,0.0399225325637512,0.7153223105291356,0.2497592126833323,55,3,5,conservative,5,0.6540230776587604,4,1,4,1,5,4
53,5,5,2,0.0209449610309128,7,38.14390411661246,0.0926254830513672,0.1412235433731494,0.0525501304193004,-4.041051584143927,0.4490785141348759,0.2681432296119208,0.0410116965202069,25,5,5,conservative,1,0.4162170310323144,2,0,1,3,3,1
55,5,3,4,0.0821716674764273,5,4.205590054551326,0.7483843496762314,0.5708774168394762,-0.0294406572793509,13.501616599875153,0.5776130806371337,0.315668481164066,0.1890734297897946,7,3,1,aggressive,5,0.179659289029912,4,1,3,4,2,5
57,2,3,2,0.9678600348450304,3,45.1700688134458,0.9145486638485588,0.1852703553833237,0.0192580810912088,17.277580833109774,0.5709070537521448,0.1252512310962079,0.0276901191144753,81,1,3,conservative,4,0.689109081486824,1,1,4,5,2,2
37,3,4,2,0.2954447774774202,1,19.737620920405885,0.4340209727087588,0.2786430631150364,-0.1301411256414681,1.1069655705373016,0.3324266921743651,0.6555099718461126,0.2623646684938591,93,5,3,conservative,3,0.5650722830366937,4,0,4,5,2,5
52,3,1,4,0.7692231478381336,5,1.0079468872646338,0.2587116421554409,0.2187098003235832,-0.0816271882253535,12.538367731213008,0.3155331806631355,0.0397971273356525,-0.0493451497926502,94,3,1,conservative,2,0.8586720549294962,4,1,3,5,2,3
65,4,3,2,0.6246635688542638,5,31.15661921499656,0.4344033190066098,0.1828377798688171,0.06552978994109,16.90985868093233,0.1066236189365978,0.5976823355234591,-0.0285920842909605,71,1,5,conservative,2,0.1174758988764929,2,1,1,4,2,2
42,2,3,3,0.3819396396528959,6,3.764262603128584,0.723447817850001,0.825710951560667,0.1861210894521599,15.383726315906948,0.3667983206462684,0.8696958848516338,0.0972120500635209,97,3,5,aggressive,1,0.7856666019444561,3,1,2,2,1,3
52,2,2,3,0.2056872621955551,4,17.29400391143307,0.0090541615803709,0.2857075676608903,-0.1798332905591163,-4.515598343823223,0.0994946688729646,0.8908321482896335,-0.0672246243847415,71,2,3,aggressive,2,0.673516786817259,4,1,4,1,2,4
42,2,5,2,0.1213864181594064,6,42.71161275988725,0.5894539894846972,0.9271237818644492,0.1561537283421064,18.68875644540084,0.7665959447120516,0.4490377603699617,-0.0216079261192952,24,1,2,conservative,2,0.1150109368280978,4,1,5,1,3,4
46,2,1,5,0.6150129680388666,4,4.698687675690087,0.6132916848873791,0.9699265253451907,0.0307524805244833,1.300293212883874,0.966274297748186,0.4593036882130737,0.2775065528848057,11,3,4,conservative,3,0.6948207298717207,1,0,1,5,4,4
35,3,2,4,0.774633780637788,4,50.52097104900414,0.6376882468959355,0.5712604699370973,0.0255678267022494,0.1772198352150908,0.9700744566667068,0.0769691830080173,0.2905958644591548,73,2,2,balanced,3,0.4415472888798304,1,1,4,1,1,2
63,3,4,3,0.6439042535411307,1,1.2253754368564034,0.2420220799808772,0.1430011226657264,0.0001114140831041,-8.12706018166659,0.8650710993753938,0.6707650254430357,0.0505037317321687,12,2,5,balanced,4,0.9449847855558432,1,0,4,4,2,5
35,2,4,5,0.5303021332491583,7,15.562608282912231,0.7140527233781268,0.3745482433795812,-0.1722423656383266,4.58520962314649,0.6007921493396191,0.8212594203728455,0.2693144084055743,35,1,2,conservative,1,0.1416113506178993,5,1,5,1,1,2
19,4,3,2,0.0419512234316362,1,44.71333931297222,0.0913914863317764,0.797732263348214,-0.1640492593055357,-6.729591530772138,0.7008656972438799,0.244655054604713,0.1179298702693727,63,4,4,conservative,2,0.642833390815738,4,0,2,4,4,2
52,1,3,5,0.9684887775943838,3,19.6599388340291,0.1992703364668008,0.3673907286970704,0.0403648022636344,-2.5438053721772205,0.285205802680414,0.4213008816333646,0.0078969863495068,68,5,2,balanced,4,0.3819800454629459,1,0,3,4,2,4
33,1,4,1,0.7987141916545746,4,7.011650895894798,0.8774700466544819,0.0870172183027887,-0.0636165714257766,-0.4917213469815582,0.6307704201726206,0.8388393367652703,0.1809594884322394,100,1,2,balanced,1,0.9568146705908778,2,0,1,3,3,4
58,4,3,3,0.2928220367009647,5,22.253801209225244,0.7387231507265664,0.5567849109281879,0.1669072266310722,14.26478970475052,0.4556495494398774,0.877120467662288,0.1635607226299429,92,2,2,conservative,2,0.3299748952902764,5,1,2,1,2,4
53,2,1,2,0.9799703293588506,7,16.953203896687008,0.0137455540113452,0.8451208514960348,-0.0373637850562111,16.264659511876896,0.4820173397769325,0.2431799802642259,0.2956501276434934,57,2,2,aggressive,2,0.9621859094918002,3,1,5,1,1,3
50,3,3,4,0.6018815896363221,2,50.72000222747274,0.2483762603698002,0.7959263871435024,-0.1426874165189435,-0.9260104761559091,0.757776560375158,0.5505706345413642,0.0060189149637133,13,1,1,aggressive,3,0.9014858511007492,4,1,1,3,2,5
